id,cost,latitude,longitude,name,description,photo_url,r1/name,r1/latitude,r1/longitude,r1/price_range,r1/user_rating,r1/photos_url,r1/cuisines,r1/has_online_delivery,r2/name,r2/latitude,r2/longitude,r2/price_range,r2/user_rating,r2/photos_url,r2/cuisines,r2/has_online_delivery,r3/name,r3/latitude,r3/longitude,r3/price_range,r3/user_rating,r3/photos_url,r3/cuisines,r3/has_online_delivery,r4/name,r4/latitude,r4/longitude,r4/price_range,r4/user_rating,r4/photos_url,r4/cuisines,r4/has_online_delivery
30,1578.5,47.759038,-122.202107,Bothell,,,Kozy Corner Cafe,47.76011389,-122.2040167,2,3.4,https://www.zomato.com/bothell-wa/kozy-corner-cafe-bothell/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,American,0,Daddy's Donuts,47.76,-122.2,1,0,https://www.zomato.com/bothell-wa/daddys-donuts-bothell/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Desserts, Donuts",0,Steve's Cafe,47.76015833,-122.2047056,2,3.5,https://www.zomato.com/bothell-wa/steves-cafe-bothell/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Alexa's Cafe & Catering,47.76006944,-122.2048944,2,3.8,https://www.zomato.com/bothell-wa/alexas-cafe-catering-bothell/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0
31,2399.5,47.6084921,-122.336407,Seattle,,,Davids & Co,47.6080842,-122.3369703,1,0,https://www.zomato.com/seattle/davids-co-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sandwich,0,Gelatiamo,47.6089706,-122.3368408,1,3.7,https://www.zomato.com/seattle/gelatiamo-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, Desserts, Bakery",0,Pane Pane Sandwiches,47.60900878,-122.3367691,1,3.6,https://www.zomato.com/seattle/pane-pane-sandwiches-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sandwich, Vegetarian",0,Starbucks,47.6081198,-122.3371594,1,3,https://www.zomato.com/seattle/starbucks-14-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0
32,1195,47.2457073,-122.4773432,Tacoma,,,Little Bird Deli,47.2418182,-122.4813942,1,3.5,https://www.zomato.com/tacoma-wa/little-bird-deli-tacoma/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sandwich, Cafe, Deli",0,Papa Murphy's,47.24976667,-122.4833528,1,0,https://www.zomato.com/tacoma-wa/papa-murphys-tacoma/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Pizza",0,Papa Murphy's,47.25,-122.483,1,0,https://www.zomato.com/tacoma-wa/papa-murphys-1-tacoma/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Pizza",0,McDonald's,47.23992219,-122.4817354,1,0,https://www.zomato.com/tacoma-wa/mcdonalds-10-tacoma/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Fast Food,0
33,1695,47.6329523,-122.2891887,Seattle,,,Bella Viet Cafe,47.6339545,-122.280414,2,3.2,https://www.zomato.com/seattle/bella-viet-cafe-madison-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Vietnamese,0,Scoop Du Jour Ice Creamery,47.634002,-122.280188,1,3.5,https://www.zomato.com/seattle/scoop-du-jour-ice-creamery-madison-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Ice Cream, Desserts",0,Nishino,47.6268715,-122.2918607,3,4.2,https://www.zomato.com/seattle/nishino-madison-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sushi, Japanese",0,Famous Northwest Catering Co.,47.6263898,-122.291206,1,3.2,https://www.zomato.com/seattle/famous-northwest-catering-co-madison-park/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Coffee and Tea, Cafe, American",0
34,1345,47.8419525,-122.2881807,Lynnwood,,,Subway,47.84520278,-122.2946028,1,0,https://www.zomato.com/lynnwood-wa/subway-7-lynnwood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Sandwich",0,Papa John's Pizza,47.8463009,-122.293017,2,3.2,https://www.zomato.com/lynnwood-wa/papa-johns-pizza-lynnwood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Pizza",0,Tub's Gourmet Subs,47.84653056,-122.2931222,1,3.8,https://www.zomato.com/lynnwood-wa/tubs-gourmet-subs-lynnwood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sandwich,0,Pho Than Brothers,47.845875,-122.29425,1,3.4,https://www.zomato.com/lynnwood-wa/pho-than-brothers-lynnwood/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Asian, Vietnamese",0
35,1823,47.5824227,-122.2331227,Mercer Island,,,Pon Proem Thai Restaurant,47.58239722,-122.2345889,2,4.5,https://www.zomato.com/mercer-island-wa/pon-proem-thai-restaurant-mercer-island/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Asian, Thai",0,Phobulous,47.58253889,-122.2345889,2,3.7,https://www.zomato.com/mercer-island-wa/phobulous-mercer-island/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Vietnamese,0,Homegrown,47.58352,-122.23353,2,3,https://www.zomato.com/mercer-island-wa/homegrown-mercer-island/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sandwich,0,Mo's Pizza Wine & Dive,47.58271,-122.23093,2,3.7,https://www.zomato.com/mercer-island-wa/mos-pizza-wine-dive-mercer-island/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pizza,0
36,1515,47.5762049,-122.3736284,Seattle,,,Luna Park Cafe,47.57064444,-122.3711306,2,4.1,https://www.zomato.com/seattle/luna-park-cafe-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"American, Breakfast",0,The Shack,47.57047778,-122.3708333,1,0,https://www.zomato.com/seattle/the-shack-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Starbucks,47.58095556,-122.3844139,1,2.9,https://www.zomato.com/seattle/starbucks-98-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Domino's Pizza,47.57481578,-122.3864128,1,0,https://www.zomato.com/seattle/dominos-pizza-1-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pizza,0
37,1495,47.65805,-122.7120272,Silverdale,,,Cafe Noir,47.65874444,-122.695825,1,0,https://www.zomato.com/silverdale-wa/cafe-noir-silverdale/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Olive Garden Italian Restaurant,47.65917,-122.69541,2,3.3,https://www.zomato.com/silverdale-wa/olive-garden-italian-restaurant-silverdale/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Italian,0,Red Lobster,47.65917,-122.69541,2,3.2,https://www.zomato.com/silverdale-wa/red-lobster-silverdale/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Seafood,0,Down East Fish & Chips & Teriyaki,47.65876667,-122.6950306,1,3.2,https://www.zomato.com/silverdale-wa/down-east-fish-chips-teriyaki-silverdale/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Teriyaki,0
38,1350,47.4623372,-122.2055058,Renton,,,Pizza Time,47.4626526,-122.2033577,3,3.2,https://www.zomato.com/renton-wa/pizza-time-renton/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Pizza",0,Oasis Tea Zone,47.4698993,-122.2123277,1,0,https://www.zomato.com/renton-wa/oasis-tea-zone-renton/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Bubble Tea, Desserts, Cafe",0,Uwajimaya,47.4698993,-122.2123277,1,3.2,https://www.zomato.com/renton-wa/uwajimaya-renton/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Japanese, BBQ, Deli, Seafood",0,Cherry De Pon,47.4703866,-122.2132559,1,3.5,https://www.zomato.com/renton-wa/cherry-de-pon-renton/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Frozen Yogurt, Bubble Tea",0
39,2100,47.6015566,-122.3323351,Seattle,,,Shawn O'Donnell's,47.60177,-122.332031,2,3,https://www.zomato.com/seattle/shawn-odonnells-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Bar Food, Irish, American",0,Nirmal's,47.6013749,-122.3327765,3,3,https://www.zomato.com/seattle/nirmals-pioneer-square/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Indian,0,Pizza Professionals,47.6013545,-122.3327623,1,3.4,https://www.zomato.com/seattle/pizza-professionals-pioneer-square/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pizza,0,Casco Antiguo,47.60159,-122.33296,2,3.3,https://www.zomato.com/seattle/casco-antiguo-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
40,1673,47.6150436,-122.1717577,Bellevue,,,Starbucks,47.6158086,-122.1806632,1,0,https://www.zomato.com/bellevue-wa/starbucks-5-bellevue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Big Apple Bagels,47.6162158,-122.1806792,1,0,https://www.zomato.com/bellevue-wa/big-apple-bagels-bellevue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Bagels,0,Moghul Palace,47.6162158,-122.1806792,3,3.8,https://www.zomato.com/bellevue-wa/moghul-palace-1-bellevue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Indian, Middle Eastern",0,Taco Del Mar,47.6162158,-122.1806792,1,3.3,https://www.zomato.com/bellevue-wa/taco-del-mar-bellevue/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
41,1980,47.668328,-122.387233,Ballard,"Just a short drive across Lake Washington, along the longest floating bridge in the world, Bellevue is a green wonderland with nearly 100 parks dotting its landscape between Lake Washington and Lake Sammamish, offering a downtown neighborhood with plenty to do.",https://uploads.visitseattle.org/2015/03/bainbridge_thisamericanmouth-2-300x179.jpg,Ocho,47.6685124,-122.3873588,2,4.3,https://www.zomato.com/seattle/ocho-ballard/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Tapas, Spanish",0,Hazlewood,47.66853258,-122.3867783,1,3.5,https://www.zomato.com/seattle/hazlewood-ballard/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Drinks Only,0,The Market Arms,47.66857222,-122.387725,2,3.2,https://www.zomato.com/seattle/the-market-arms-ballard/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pub Food, British",0,La Isla,47.66875556,-122.3872917,2,4.4,https://www.zomato.com/seattle/la-isla-ballard/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Caribbean, Latin American, Cajun",0
42,2197.5,47.614592,-122.348464,Belltown,This expansive district contains a mix of tree-shaded streets flanked by some of Seattleís loveliest century-old mansions and commercial thoroughfares.,https://uploads.visitseattle.org/2015/03/belltown_DavidNewman-2-e1488487261463-300x200.jpg,Cyclops,47.6144681,-122.348711,2,3.6,https://www.zomato.com/seattle/cyclops-belltown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Bar Food, American",0,Macrina Bakery,47.6144973,-122.3480069,2,4.4,https://www.zomato.com/seattle/macrina-bakery-belltown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, Bakery",0,The Lost Pelican,47.61422222,-122.3478611,3,2.2,https://www.zomato.com/seattle/the-lost-pelican-belltown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cajun, Southern",0,The Innkeeper,47.61501667,-122.3489917,2,3.6,https://www.zomato.com/seattle/the-innkeeper-belltown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
43,1691.5,47.538786,-122.275961,Brighton,,,El Asadero,47.5376611,-122.280413,1,0,https://www.zomato.com/seattle/el-asadero-rainier-valley/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0,Zest Fast Food,47.5387581,-122.2709993,1,3.3,https://www.zomato.com/seattle/zest-fast-food-rainier-valley/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Burger, Fast Food",0,Othello Wok and Teriyaki,47.5365971,-122.2801011,1,0,https://www.zomato.com/seattle/othello-wok-and-teriyaki-rainier-valley/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Teriyaki, Japanese",0,Herbivores,47.5375406,-122.2809682,1,0,https://www.zomato.com/seattle/herbivores-rainier-valley/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,BBQ,0
44,1895,47.62622,-122.315979,Capitol Hill,"This ìneighborhood of nationsî occupies one of the countryís most diverse zip codes, where descendants from European settlers, East African immigrants, Orthodox Jews, and other cultural groups make for a true melting pot.",https://uploads.visitseattle.org/2015/03/NoguchiNeedle_DavidNewman-2-300x225.jpg,Roy Street Coffee & Tea,47.6255277,-122.3208004,1,3.6,https://www.zomato.com/seattle/roy-street-coffee-tea-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,The Patio,47.624034,-122.312266,2,3.3,https://www.zomato.com/seattle/the-patio-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Thai,0,Olympia Pizza & Spaghetti House,47.62383611,-122.3124,2,3.9,https://www.zomato.com/seattle/olympia-pizza-spaghetti-house-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pizza, Italian",0,Harry's Bar,47.62376111,-122.3124861,2,2.9,https://www.zomato.com/seattle/harrys-bar-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pizza, Italian",0
45,1562,47.724628,-122.287479,Cedar Park,,,Jack in the Box,47.72453011,-122.2930858,1,2.6,https://www.zomato.com/seattle/jack-in-the-box-1-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Fast Food,0,Hellbent Brewing,47.72392222,-122.2930139,1,0,https://www.zomato.com/seattle/hellbent-brewing-lake-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Bar Food,0,Beer Authority,47.7219139,-122.2933976,1,0,https://www.zomato.com/seattle/beer-authority-lake-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Drinks Only,0,Manila Manila,47.7214353,-122.2937283,1,0,https://www.zomato.com/seattle/manila-manila-lake-city/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Filipino,0
46,2935,47.615618,-122.337897,Denny Triangle,,,Great State Burger,47.6152838,-122.3378418,1,2.8,https://www.zomato.com/seattle/great-state-burger-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Burger,0,Bar Noroeste,47.6152838,-122.3378418,1,0,https://www.zomato.com/seattle/bar-noroeste-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Mexican, Taco",0,FareStart,47.6153641,-122.3374081,2,3.8,https://www.zomato.com/seattle/farestart-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Vegetarian, Pacific Northwest, American",0,Starbucks,47.6157821,-122.337269,1,0,https://www.zomato.com/seattle/starbucks-7-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0
47,2298,47.607346,-122.335089,Downtown,"As the self-proclaimed ìCenter of the Universe,î this artsy neighborhood on the north shore of the Lake Washington Ship Canal thrives with its bohemian vibe and quirky claims to fame.",https://uploads.visitseattle.org/2017/02/30115610/IMG_1491-300x225.jpg,Jimmy John's,47.6074575,-122.3354327,1,3.4,https://www.zomato.com/seattle/jimmy-johns-2-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sandwich, Fast Food",0,Sweet Iron Waffles,47.60711,-122.33526,1,3.9,https://www.zomato.com/seattle/sweet-iron-waffles-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Belgian, Coffee and Tea",0,Bernard's On Seneca,47.607218,-122.3345832,1,3.2,https://www.zomato.com/seattle/bernards-on-seneca-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,American,0,The Original Deli,47.6076582,-122.334613,1,3.2,https://www.zomato.com/seattle/the-original-deli-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sandwich,0
48,1923,47.643806,-122.326777,Eastlake,,,Pomodoro Ristorante,47.64148611,-122.3257833,3,3.7,https://www.zomato.com/seattle/pomodoro-ristorante-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Italian,0,Pecado Bueno,47.641286,-122.325694,1,0,https://www.zomato.com/seattle/pecado-bueno-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Latin American, Mexican",0,Starbucks,47.6410216,-122.3255619,1,2.6,https://www.zomato.com/seattle/starbucks-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Sushi Kappo Tamura,47.64679,-122.32486,3,3.8,https://www.zomato.com/seattle/sushi-kappo-tamura-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sushi, Japanese",0
49,1470,47.558159,-122.378924,Fairmount Park,,,Sound & Fog,47.56006573,-122.3829202,1,0,https://www.zomato.com/seattle/sound-fog-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, American, Sandwich",0,Taco Del Mar,47.5600876,-122.3845403,1,3.2,https://www.zomato.com/seattle/taco-del-mar-1-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0,Papa Murphy's,47.5603695,-122.3845357,1,3.4,https://www.zomato.com/seattle/papa-murphys-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Pizza",0,Highstrike Grill,47.5624701,-122.3816768,1,3.3,https://www.zomato.com/seattle/highstrike-grill-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,American,0
50,2100,47.60819,-122.323829,First Hill,,,Pho Saigon,47.609,-122.3255472,1,3.4,https://www.zomato.com/seattle/pho-saigon-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Vietnamese, Chinese",0,Subway,47.60958056,-122.3245694,1,2.9,https://www.zomato.com/seattle/subway-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Sandwich",0,Starbucks,47.60973333,-122.324225,1,3.2,https://www.zomato.com/seattle/starbucks-1-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Blue Water Taco Grill,47.609744,-122.3233224,1,3.1,https://www.zomato.com/seattle/blue-water-taco-grill-1-capitol-hill/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
51,1803,47.656187,-122.352184,Fremont,,,Lighthouse Roasters Fine Coffees,47.65891389,-122.3542111,1,3.7,https://www.zomato.com/seattle/lighthouse-roasters-fine-coffees-fremont/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Caffe Vita,47.65889444,-122.3499361,1,3.3,https://www.zomato.com/seattle/caffe-vita-fremont/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,HA!,47.65895,-122.34992,1,3.3,https://www.zomato.com/seattle/ha-fremont/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"American, Mexican",0,Via Tribunali,47.6591431,-122.3502094,2,3.7,https://www.zomato.com/seattle/via-tribunali-fremont/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pizza, Italian",0
52,1851.5,47.564809,-122.38585,Genesee,,,Hotwire Online Coffeehouse,47.5643857,-122.386566,1,3.5,https://www.zomato.com/seattle/hotwire-online-coffeehouse-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Raccolto,47.565189,-122.387134,2,0,https://www.zomato.com/seattle/raccolto-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Italian, Seafood",0,Coastline Burgers,47.5639,-122.38668,1,3.4,https://www.zomato.com/seattle/coastline-burgers-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Burger,0,Seattle Fish Company,47.56386,-122.38686,2,3.5,https://www.zomato.com/seattle/seattle-fish-company-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Seafood,0
53,1742,47.679959,-122.333709,Green Lake,,,Nell's,47.6782,-122.32795,3,4.1,https://www.zomato.com/seattle/nells-green-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pacific Northwest,0,Peet's Coffee & Tea,47.67839167,-122.3272639,1,3.4,https://www.zomato.com/seattle/peets-coffee-tea-green-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Subway,47.67813611,-122.3273861,1,3.1,https://www.zomato.com/seattle/subway-green-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Sandwich",0,Spud Fish & Chips,47.67837778,-122.3268972,1,3.8,https://www.zomato.com/seattle/spud-fish-chips-green-lake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Fish and Chips,0
54,1362.5,47.694211,-122.355289,Greenwood,,,Hounds Tooth Public House,47.6923,-122.3554528,2,2.7,https://www.zomato.com/seattle/hounds-tooth-public-house-greenwood-phinney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pub Food,0,Munch Caf√©,47.69217222,-122.3554,1,3.1,https://www.zomato.com/seattle/munch-caf√©-greenwood-phinney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Burger, Sandwich",0,The North Star Diner and Shanghai Room,47.69214,-122.354875,2,0,https://www.zomato.com/seattle/the-north-star-diner-shanghai-room-greenwood-phinney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Diner, American",0,Flying Bike Cooperative Brewery,47.6921041,-122.3549951,1,0,https://www.zomato.com/seattle/flying-bike-greenwood-phinney/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Drinks Only,0
55,1583.5,47.628861,-122.354041,Lower Queen Anne,"With bustling bars, restaurants, and attraction-heavy Seattle Center in Lower Queen Anne and historic houses, quaint shopping streets, and quiet parks high up on a hill in Upper Queen Anne, this distinct neighborhood has something for everyone.",https://uploads.visitseattle.org/2015/03/PioneerSquareTotem_NicholasBoos-720x313-2-300x130.jpg,The Masonry,47.62552778,-122.3557444,2,3.5,https://www.zomato.com/seattle/the-masonry-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Pizza,0,Yummy Teriyaki,47.62531389,-122.3552083,2,3.4,https://www.zomato.com/seattle/yummy-teriyaki-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Teriyaki, Sushi, Japanese",0,Solo,47.62546944,-122.3520056,2,3.4,https://www.zomato.com/seattle/solo-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Tapas,0,Shiki Japanese Restaurant,47.6258,-122.357125,2,3.8,https://www.zomato.com/seattle/shiki-japanese-restaurant-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sushi, Seafood, Japanese",0
56,1575,47.649291,-122.36301,North Queen Anne,,,Einstein Bros. Bagels,47.65016838,-122.3617369,1,3.1,https://www.zomato.com/seattle/einstein-bros-bagels-nickerson-spu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Bagels, Coffee and Tea",0,Sandella's Flatbread Caf√©,47.6499089,-122.3605999,1,3,https://www.zomato.com/seattle/sandellas-flatbread-caf√©-nickerson-spu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, Juices",0,Curbside Food Truck,47.64965,-122.3578806,1,3,https://www.zomato.com/seattle/curbside-food-truck-nickerson-spu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Vietnamese,0,Byen Bakeri,47.64935278,-122.357025,1,3.3,https://www.zomato.com/seattle/byen-bakeri-nickerson-spu/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, Scandinavian",0
57,1831.5,47.680657,-122.313832,Roosevelt,,,Ravenna Catering & Events,47.677575,-122.311956,1,0,https://www.zomato.com/seattle/ravenna-catering-events-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"American, Italian",0,Mojito,47.6843797,-122.316065,2,4.2,https://www.zomato.com/seattle/mojito-maple-leaf/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Caribbean, Cuban, Latin American",0,An Nam Pho,47.6762493,-122.3170083,1,0,https://www.zomato.com/seattle/an-nam-pho-ravenna/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Vietnamese, Bubble Tea",0,Taco Del Mar,47.67593333,-122.3161167,1,3.1,https://www.zomato.com/seattle/taco-del-mar-ravenna/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
